from;to
FI082;FI037
FI082;FI038
FI082;FI043
FI082;FI045
FI082;FI051
FI082;FI055
FI082;FI070
FI082;FI075
FI082;FI084
FI082;FI093
FI082;FI095
FI082;FI111
FI082;FI112
FI082;FI136
FI082;FI137
FI083;FI015
FI083;FI017
FI083;FI020
FI083;FI021
FI083;FI022
FI083;FI054
FI083;FI065
FI083;FI067
FI083;FI070
FI083;FI083
FI083;FI089
FI083;FI133
FI083;FI137
FI084;FI001
FI084;FI002
FI084;FI006
FI084;FI008
FI084;FI010
FI084;FI012
FI084;FI015
FI084;FI017
FI084;FI022
FI084;FI023
FI084;FI025
FI084;FI027
FI084;FI037
FI084;FI038
FI084;FI041
FI084;FI043
FI084;FI048
FI084;FI050
FI084;FI051
FI084;FI055
FI084;FI062
FI084;FI063
FI084;FI070
FI084;FI072
FI084;FI074
FI084;FI075
FI084;FI079
FI084;FI081
FI084;FI082
FI084;FI084
FI084;FI086
FI084;FI087
FI084;FI088
FI084;FI091
FI084;FI093
FI084;FI094
FI084;FI095
FI084;FI096
FI084;FI097
FI084;FI099
FI084;FI100
FI084;FI101
FI084;FI103
FI084;FI112
FI084;FI123
FI084;FI013
FI084;FI130
FI084;FI136
FI084;FI142
FI086;FI020
FI086;FI033
FI086;FI037
FI086;FI065
FI086;FI070
FI086;FI076
FI086;FI079
FI086;FI080
FI086;FI081
FI086;FI087
FI086;FI093
FI086;FI096
FI086;FI097
FI086;FI099
FI086;FI100
FI086;FI106
FI086;FI108
FI086;FI137
FI088;FI027
FI088;FI054
FI088;FI083
FI088;FI086
FI088;FI089
FI088;FI013
FI089;FI021
FI089;FI030
FI089;FI033
FI089;FI037
FI089;FI038
FI089;FI054
FI089;FI070
FI089;FI071
FI089;FI074
FI089;FI079
FI089;FI083
FI089;FI089
FI089;FI096
FI089;FI132
FI089;FI135
FI089;FI136
FI089;FI137
FI089;FI141
FI089;FI142
FI091;FI006
FI091;FI020
FI091;FI026
FI091;FI030
FI091;FI045
FI091;FI059
FI091;FI065
FI091;FI066
FI091;FI067
FI091;FI095
FI091;FI097
FI091;FI100
FI091;FI131
FI091;FI135
FI093;FI001
FI093;FI002
FI093;FI008
FI093;FI010
FI093;FI012
FI093;FI015
FI093;FI017
FI093;FI025
FI093;FI032
FI093;FI033
FI093;FI037
FI093;FI041
FI093;FI043
FI093;FI045
FI093;FI048
FI093;FI051
FI093;FI062
FI093;FI063
FI093;FI065
FI093;FI070
FI093;FI072
FI093;FI074
FI093;FI075
FI093;FI079
FI093;FI082
FI093;FI084
FI093;FI085
FI093;FI087
FI093;FI094
FI093;FI096
FI093;FI099
FI093;FI102
FI093;FI103
FI093;FI127
FI093;FI133
FI093;FI137
FI093;FI140
FI093;FI141
FI093;FI142
FI094;FI002
FI094;FI062
FI094;FI094
FI094;FI123
FI094;FI127
FI094;FI136
FI094;FI142
FI095;FI007
FI095;FI016
FI095;FI019
FI095;FI026
FI095;FI034
FI095;FI035
FI095;FI039
FI095;FI059
FI095;FI067
FI095;FI095
FI095;FI115
FI095;FI116
FI095;FI117
FI095;FI118
FI095;FI119
FI095;FI120
FI095;FI121
FI095;FI124
FI095;FI128
FI095;FI129
FI095;FI131
FI095;FI134
FI096;FI011
FI096;FI020
FI096;FI021
FI096;FI030
FI096;FI033
FI096;FI037
FI096;FI045
FI096;FI054
FI096;FI065
FI096;FI067
FI096;FI070
FI096;FI076
FI096;FI079
FI096;FI080
FI096;FI083
FI096;FI086
FI096;FI087
FI096;FI089
FI096;FI093
FI096;FI095
FI096;FI097
FI096;FI099
FI096;FI101
FI096;FI102
FI096;FI106
FI096;FI108
FI096;FI122
FI096;FI127
FI096;FI135
FI096;FI137
FI096;FI141
FI096;FI142
FI126;FI006
FI126;FI018
FI126;FI020
FI126;FI059
FI126;FI061
FI126;FI064
FI126;FI065
FI126;FI067
FI126;FI070
FI126;FI072
FI126;FI076
FI126;FI077
FI126;FI081
FI126;FI133
FI128;FI008
FI128;FI010
FI128;FI012
FI128;FI015
FI128;FI017
FI128;FI020
FI128;FI023
FI128;FI025
FI128;FI053
FI128;FI061
FI128;FI065
FI128;FI075
FI128;FI079
FI128;FI086
FI128;FI087
FI128;FI090
FI128;FI091
FI128;FI093
FI128;FI127
FI129;FI016
FI129;FI039
FI129;FI090
FI129;FI091
FI129;FI131
FI130;FI003
FI130;FI008
FI130;FI009
FI130;FI010
FI130;FI016
FI130;FI021
FI130;FI023
FI130;FI027
FI130;FI029
FI130;FI052
FI130;FI053
FI130;FI058
FI130;FI061
FI130;FI064
FI130;FI065
FI130;FI070
FI130;FI077
FI130;FI085
FI130;FI090
FI130;FI091
FI130;FI095
FI130;FI097
FI130;FI099
FI130;FI100
FI130;FI101
FI130;FI121
FI130;FI127
FI130;FI130
FI130;FI142
FI131;FI016
FI131;FI035
FI131;FI065
FI131;FI067
FI131;FI095
FI131;FI096
FI131;FI117
FI131;FI129
FI131;FI134
FI132;FI001
FI132;FI004
FI132;FI008
FI132;FI010
FI132;FI011
FI132;FI015
FI132;FI016
FI132;FI017
FI132;FI023
FI132;FI025
FI132;FI027
FI132;FI029
FI132;FI030
FI132;FI032
FI132;FI033
FI132;FI034
FI132;FI037
FI132;FI038
FI132;FI041
FI132;FI045
FI132;FI048
FI132;FI050
FI132;FI053
FI132;FI057
FI132;FI058
FI132;FI061
FI132;FI063
FI132;FI064
FI132;FI065
FI132;FI066
FI132;FI067
FI132;FI068
FI132;FI070
FI132;FI079
FI132;FI080
FI132;FI082
FI132;FI086
FI132;FI087
FI132;FI090
FI132;FI091
FI132;FI093
FI132;FI094
FI132;FI095
FI132;FI096
FI132;FI099
FI132;FI100
FI132;FI013
FI132;FI127
FI132;FI132
FI132;FI133
FI132;FI135
FI132;FI137
FI132;FI140
FI132;FI141
FI132;FI142
FI133;FI001
FI133;FI017
FI133;FI032
FI133;FI055
FI133;FI070
FI133;FI072
FI133;FI079
FI133;FI085
FI133;FI093
FI133;FI096
FI133;FI119
FI133;FI123
FI134;FI007
FI134;FI026
FI134;FI035
FI134;FI039
FI134;FI067
FI134;FI090
FI134;FI091
FI134;FI095
FI134;FI116
FI134;FI129
FI134;FI131
FI135;FI001
FI135;FI010
FI135;FI011
FI135;FI017
FI135;FI018
FI135;FI020
FI135;FI021
FI135;FI022
FI135;FI030
FI135;FI032
FI135;FI033
FI135;FI037
FI135;FI045
FI135;FI054
FI135;FI056
FI135;FI065
FI135;FI066
FI135;FI068
FI135;FI070
FI135;FI072
FI135;FI078
FI135;FI079
FI135;FI083
FI135;FI089
FI135;FI093
FI135;FI095
FI135;FI096
FI135;FI098
FI135;FI099
FI135;FI102
FI135;FI103
FI135;FI106
FI135;FI107
FI135;FI108
FI135;FI119
FI135;FI122
FI135;FI123
FI135;FI013
FI135;FI127
FI135;FI132
FI135;FI133
FI135;FI135
FI135;FI137
FI135;FI140
FI135;FI141
FI136;FI002
FI136;FI004
FI136;FI008
FI136;FI010
FI136;FI011
FI136;FI014
FI136;FI015
FI136;FI023
FI136;FI025
FI136;FI026
FI136;FI027
FI136;FI029
FI136;FI030
FI136;FI038
FI136;FI041
FI136;FI043
FI136;FI048
FI136;FI050
FI136;FI055
FI136;FI057
FI136;FI058
FI136;FI060
FI136;FI061
FI136;FI063
FI136;FI074
FI136;FI080
FI136;FI081
FI136;FI082
FI136;FI083
FI136;FI086
FI136;FI090
FI136;FI091
FI136;FI094
FI136;FI096
FI136;FI112
FI136;FI130
FI136;FI132
FI136;FI133
FI136;FI135
FI136;FI142
FI137;FI006
FI137;FI011
FI137;FI030
FI137;FI054
FI137;FI083
FI137;FI089
FI137;FI135
FI137;FI139
FI138;FI065
FI138;FI081
FI138;FI142
FI140;FI030
FI140;FI045
FI140;FI048
FI140;FI054
FI140;FI060
FI140;FI065
FI140;FI070
FI140;FI116
FI140;FI119
FI140;FI127
FI140;FI132
FI140;FI133
FI140;FI135
FI140;FI137
FI140;FI140
FI140;FI141
FI140;FI142
FI141;FI015
FI141;FI016
FI141;FI020
FI141;FI030
FI141;FI033
FI141;FI045
FI141;FI065
FI141;FI067
FI141;FI070
FI141;FI078
FI141;FI079
FI141;FI086
FI141;FI089
FI141;FI096
FI141;FI099
FI141;FI100
FI141;FI106
FI141;FI111
FI141;FI117
FI141;FI119
FI141;FI121
FI141;FI127
FI141;FI132
FI141;FI134
FI141;FI135
FI141;FI136
FI141;FI137
FI141;FI142
