from;to
FI092;FI047
FI092;FI050
FI092;FI057
FI092;FI063
FI092;FI064
FI092;FI067
FI092;FI082
FI092;FI086
FI092;FI093
FI092;FI095
FI093;FI001
FI093;FI002
FI093;FI011
FI093;FI012
FI093;FI013
FI093;FI015
FI093;FI017
FI093;FI018
FI093;FI020
FI093;FI021
FI093;FI022
FI093;FI031
FI093;FI032
FI093;FI033
FI093;FI036
FI093;FI041
FI093;FI042
FI093;FI044
FI093;FI045
FI093;FI047
FI093;FI048
FI093;FI050
FI093;FI051
FI093;FI057
FI093;FI060
FI093;FI062
FI093;FI063
FI093;FI066
FI093;FI068
FI093;FI070
FI093;FI072
FI093;FI075
FI093;FI076
FI093;FI078
FI093;FI079
FI093;FI082
FI093;FI084
FI093;FI085
FI093;FI088
FI093;FI093
FI093;FI094
FI093;FI096
FI093;FI098
FI093;FI099
FI093;FI101
FI093;FI102
FI093;FI103
FI093;FI106
FI095;FI001
FI095;FI002
FI095;FI003
FI095;FI006
FI095;FI007
FI095;FI008
FI095;FI010
FI095;FI011
FI095;FI014
FI095;FI016
FI095;FI017
FI095;FI018
FI095;FI019
FI095;FI020
FI095;FI021
FI095;FI022
FI095;FI023
FI095;FI024
FI095;FI026
FI095;FI027
FI095;FI028
FI095;FI029
FI095;FI030
FI095;FI032
FI095;FI034
FI095;FI035
FI095;FI036
FI095;FI038
FI095;FI039
FI095;FI041
FI095;FI042
FI095;FI043
FI095;FI044
FI095;FI045
FI095;FI046
FI095;FI048
FI095;FI051
FI095;FI058
FI095;FI059
FI095;FI061
FI095;FI062
FI095;FI063
FI095;FI064
FI095;FI065
FI095;FI066
FI095;FI067
FI095;FI068
FI095;FI069
FI095;FI070
FI095;FI073
FI095;FI082
FI095;FI084
FI095;FI090
FI095;FI091
FI095;FI092
FI095;FI093
FI095;FI097
FI095;FI099
FI095;FI100
FI095;FI102
FI095;FI103
FI095;FI106
FI095;FI109
FI095;FI111
FI095;FI112
FI095;FI114
FI095;FI115
FI095;FI116
FI095;FI117
FI095;FI118
FI095;FI119
FI095;FI120
FI096;FI004
FI096;FI005
FI096;FI006
FI096;FI011
FI096;FI013
FI096;FI016
FI096;FI026
FI096;FI028
FI096;FI035
FI096;FI039
FI096;FI046
FI096;FI055
FI096;FI065
FI096;FI112
FI096;FI114
FI096;FI118
